created_at,favorite_count,full_text,lang,retweet_count,username,cleaned_text,case_folded,tokens,filtered_tokens
Sat May 10 17:54:24 +0000 2025,11,sebenarnya posisiku ini lucu kyk aku beneran bucin mampus sama Li tapi disisi lain aku memposisikan mcku itu org yg berbeda dari diriku sendiri kyk anakku gt lah ya aku jatohnya malah kyk ship Li x MC yg aku anggap bukan diriku sendiri tapi oc ku gt..,in,2,qinchesoul,sebenarnya posisiku ini lucu kyk aku beneran bucin mampus sama Li tapi disisi lain aku memposisikan mcku itu org yg berbeda dari diriku sendiri kyk anakku gt lah ya aku jatohnya malah kyk ship Li x MC yg aku anggap bukan diriku sendiri tapi oc ku gt,sebenarnya posisiku ini lucu kyk aku beneran bucin mampus sama li tapi disisi lain aku memposisikan mcku itu org yg berbeda dari diriku sendiri kyk anakku gt lah ya aku jatohnya malah kyk ship li x mc yg aku anggap bukan diriku sendiri tapi oc ku gt,"['sebenarnya', 'posisiku', 'ini', 'lucu', 'kyk', 'aku', 'beneran', 'bucin', 'mampus', 'sama', 'li', 'tapi', 'disisi', 'lain', 'aku', 'memposisikan', 'mcku', 'itu', 'org', 'yg', 'berbeda', 'dari', 'diriku', 'sendiri', 'kyk', 'anakku', 'gt', 'lah', 'ya', 'aku', 'jatohnya', 'malah', 'kyk', 'ship', 'li', 'x', 'mc', 'yg', 'aku', 'anggap', 'bukan', 'diriku', 'sendiri', 'tapi', 'oc', 'ku', 'gt']","['posisiku', 'lucu', 'kyk', 'beneran', 'bucin', 'mampus', 'li', 'disisi', 'memposisikan', 'mcku', 'org', 'yg', 'berbeda', 'diriku', 'kyk', 'anakku', 'gt', 'ya', 'jatohnya', 'kyk', 'ship', 'li', 'x', 'mc', 'yg', 'anggap', 'diriku', 'oc', 'ku', 'gt']"
Mon May 05 12:12:08 +0000 2025,220,#GeminiFourth One Shoot Au What if Gaziel merupakan anak dari pasangan bucin Kara dan Naren. Happy Reading. Sorry for typo https://t.co/UbAApQ00DI,in,27,NyyXoraa,One Shoot Au What if Gaziel merupakan anak dari pasangan bucin Kara dan Naren Happy Reading Sorry for typo,one shoot au what if gaziel merupakan anak dari pasangan bucin kara dan naren happy reading sorry for typo,"['one', 'shoot', 'au', 'what', 'if', 'gaziel', 'merupakan', 'anak', 'dari', 'pasangan', 'bucin', 'kara', 'dan', 'naren', 'happy', 'reading', 'sorry', 'for', 'typo']","['one', 'shoot', 'au', 'gaziel', 'anak', 'pasangan', 'bucin', 'kara', 'naren', 'happy', 'reading', 'sorry', 'typo']"
Sat May 03 06:07:17 +0000 2025,35,The CCD photos of Reba were taken by Sister #JolinJin. A real Barbie #Dilireba #Dilraba #迪丽热巴 #TheTruthS3 #TheTruth3 #开始推理吧3 #开始推理吧 https://t.co/uJJ0H6GfK8,en,2,BucinYangDi1188,The CCD photos of Reba were taken by Sister A real Barbie,the ccd photos of reba were taken by sister a real barbie,"['the', 'ccd', 'photos', 'of', 'reba', 'were', 'taken', 'by', 'sister', 'a', 'real', 'barbie']","['ccd', 'photos', 'reba', 'taken', 'sister', 'real', 'barbie']"
Mon May 05 08:39:29 +0000 2025,426,BUCIN MENTOK SEMENTOK-MENTOKNYA https://t.co/DOm1esxE1T,in,49,euranoiaa,BUCIN MENTOK SEMENTOKMENTOKNYA,bucin mentok sementokmentoknya,"['bucin', 'mentok', 'sementokmentoknya']","['bucin', 'mentok', 'sementokmentoknya']"
Fri May 09 03:24:48 +0000 2025,703, mhsiswa masih jadi salah satu clip paling fav. adek cantik centil clingy dan si kakak bucin panik nervous alpha omega https://t.co/f5ikTP3HzN,in,80,mahaeunited,mhsiswa masih jadi salah satu clip paling fav adek cantik centil clingy dan si kakak bucin panik nervous alpha omega,mhsiswa masih jadi salah satu clip paling fav adek cantik centil clingy dan si kakak bucin panik nervous alpha omega,"['mhsiswa', 'masih', 'jadi', 'salah', 'satu', 'clip', 'paling', 'fav', 'adek', 'cantik', 'centil', 'clingy', 'dan', 'si', 'kakak', 'bucin', 'panik', 'nervous', 'alpha', 'omega']","['mhsiswa', 'salah', 'clip', 'fav', 'adek', 'cantik', 'centil', 'clingy', 'si', 'kakak', 'bucin', 'panik', 'nervous', 'alpha', 'omega']"
Mon May 05 10:17:52 +0000 2025,15,udh lah yaaa Hok.. udh pada tahu klo bucin sama Tsurugi https://t.co/05TQrRygSy,in,1,Merirs_28,udh lah yaaa Hok udh pada tahu klo bucin sama Tsurugi,udh lah yaaa hok udh pada tahu klo bucin sama tsurugi,"['udh', 'lah', 'yaaa', 'hok', 'udh', 'pada', 'tahu', 'klo', 'bucin', 'sama', 'tsurugi']","['udh', 'yaaa', 'hok', 'udh', 'klo', 'bucin', 'tsurugi']"
Tue May 06 02:52:07 +0000 2025,3,Ohhh ternyata ini jawaban dari mimpinya https://t.co/uHdtt1NYk0,in,0,bucinLDR,Ohhh ternyata ini jawaban dari mimpinya,ohhh ternyata ini jawaban dari mimpinya,"['ohhh', 'ternyata', 'ini', 'jawaban', 'dari', 'mimpinya']","['ohhh', 'mimpinya']"
Sun May 04 12:46:35 +0000 2025,93,i've always thought everlark is similar to shinran also happy birthday heisei holmes as a gift here is you not so angsty like how i usually draw #shinran #shinichikudo #ranmouri #detectiveconan #everlark #thg https://t.co/ZGHPrp3OdM,en,24,radotharu,ive always thought everlark is similar to shinran also happy birthday heisei holmes as a gift here is you not so angsty like how i usually draw,ive always thought everlark is similar to shinran also happy birthday heisei holmes as a gift here is you not so angsty like how i usually draw,"['ive', 'always', 'thought', 'everlark', 'is', 'similar', 'to', 'shinran', 'also', 'happy', 'birthday', 'heisei', 'holmes', 'as', 'a', 'gift', 'here', 'is', 'you', 'not', 'so', 'angsty', 'like', 'how', 'i', 'usually', 'draw']","['ive', 'always', 'thought', 'everlark', 'similar', 'shinran', 'also', 'happy', 'birthday', 'heisei', 'holmes', 'gift', 'angsty', 'like', 'usually', 'draw']"
Mon May 05 11:01:05 +0000 2025,4,bucin banget nih orang posenya pake exol https://t.co/WbNreH1vYb,in,0,noonejess_,bucin banget nih orang posenya pake exol,bucin banget nih orang posenya pake exol,"['bucin', 'banget', 'nih', 'orang', 'posenya', 'pake', 'exol']","['bucin', 'banget', 'nih', 'orang', 'posenya', 'pake', 'exol']"
Sun May 04 11:22:24 +0000 2025,12,Ada ga ya saran au -jc yg jhnya kalem ga banyak tingkah ga manja independent dan sc nya bucin mampus tp konfliknya ga berat dan sdh end? Mff aq bnyak mau,in,0,sekteJWP,Ada ga ya saran au jc yg jhnya kalem ga banyak tingkah ga manja independent dan sc nya bucin mampus tp konfliknya ga berat dan sdh end Mff aq bnyak mau,ada ga ya saran au jc yg jhnya kalem ga banyak tingkah ga manja independent dan sc nya bucin mampus tp konfliknya ga berat dan sdh end mff aq bnyak mau,"['ada', 'ga', 'ya', 'saran', 'au', 'jc', 'yg', 'jhnya', 'kalem', 'ga', 'banyak', 'tingkah', 'ga', 'manja', 'independent', 'dan', 'sc', 'nya', 'bucin', 'mampus', 'tp', 'konfliknya', 'ga', 'berat', 'dan', 'sdh', 'end', 'mff', 'aq', 'bnyak', 'mau']","['ga', 'ya', 'saran', 'au', 'jc', 'yg', 'jhnya', 'kalem', 'ga', 'tingkah', 'ga', 'manja', 'independent', 'sc', 'bucin', 'mampus', 'tp', 'konfliknya', 'ga', 'berat', 'sdh', 'end', 'mff', 'aq', 'bnyak']"
Tue May 06 10:18:08 +0000 2025,171,Tetaplah memprioritaskan pendidikan atau karirmu jangan berhenti memperbaiki diri make it balance karena cinta yang dewasa bukan 24/7 bucin tetapi tahu kapan waktu untuk bekerja waktu untuk belajar waktu untuk me time dan waktu untuk ngobrol dengan pasangan.,in,38,PikamonID,Tetaplah memprioritaskan pendidikan atau karirmu jangan berhenti memperbaiki diri make it balance karena cinta yang dewasa bukan bucin tetapi tahu kapan waktu untuk bekerja waktu untuk belajar waktu untuk me time dan waktu untuk ngobrol dengan pasangan,tetaplah memprioritaskan pendidikan atau karirmu jangan berhenti memperbaiki diri make it balance karena cinta yang dewasa bukan bucin tetapi tahu kapan waktu untuk bekerja waktu untuk belajar waktu untuk me time dan waktu untuk ngobrol dengan pasangan,"['tetaplah', 'memprioritaskan', 'pendidikan', 'atau', 'karirmu', 'jangan', 'berhenti', 'memperbaiki', 'diri', 'make', 'it', 'balance', 'karena', 'cinta', 'yang', 'dewasa', 'bukan', 'bucin', 'tetapi', 'tahu', 'kapan', 'waktu', 'untuk', 'bekerja', 'waktu', 'untuk', 'belajar', 'waktu', 'untuk', 'me', 'time', 'dan', 'waktu', 'untuk', 'ngobrol', 'dengan', 'pasangan']","['tetaplah', 'memprioritaskan', 'pendidikan', 'karirmu', 'berhenti', 'memperbaiki', 'make', 'balance', 'cinta', 'dewasa', 'bucin', 'belajar', 'time', 'ngobrol', 'pasangan']"
Tue May 06 11:22:31 +0000 2025,229,It s shocking maybe bc we re mqfams but actually it tracks. Soalnya dr awal scene mereka aja ndusel berduaan di ruko yg gelap tertutup tanpa pengawasan plus menormalisasi cewe yg berlama lama stay di tempat cowo saat malam hari dan bucin desperately. So what do we expect?‍️,in,28,itsmefgmb,It s shocking maybe bc we re mqfams but actually it tracks Soalnya dr awal scene mereka aja ndusel berduaan di ruko yg gelap tertutup tanpa pengawasan plus menormalisasi cewe yg berlama lama stay di tempat cowo saat malam hari dan bucin desperately So what do we expect,it s shocking maybe bc we re mqfams but actually it tracks soalnya dr awal scene mereka aja ndusel berduaan di ruko yg gelap tertutup tanpa pengawasan plus menormalisasi cewe yg berlama lama stay di tempat cowo saat malam hari dan bucin desperately so what do we expect,"['it', 's', 'shocking', 'maybe', 'bc', 'we', 're', 'mqfams', 'but', 'actually', 'it', 'tracks', 'soalnya', 'dr', 'awal', 'scene', 'mereka', 'aja', 'ndusel', 'berduaan', 'di', 'ruko', 'yg', 'gelap', 'tertutup', 'tanpa', 'pengawasan', 'plus', 'menormalisasi', 'cewe', 'yg', 'berlama', 'lama', 'stay', 'di', 'tempat', 'cowo', 'saat', 'malam', 'hari', 'dan', 'bucin', 'desperately', 'so', 'what', 'do', 'we', 'expect']","['shocking', 'maybe', 'bc', 'mqfams', 'actually', 'tracks', 'dr', 'scene', 'aja', 'ndusel', 'berduaan', 'ruko', 'yg', 'gelap', 'tertutup', 'pengawasan', 'plus', 'menormalisasi', 'cewe', 'yg', 'berlama', 'stay', 'cowo', 'malam', 'bucin', 'desperately', 'expect']"
Fri May 02 14:51:02 +0000 2025,10,Kyusung Mini Au #Kyusung Kyu : yg mana beb orangnya yg td ngejek kamu Yeye : yg itu tuu Kyu : as* lu . . Wkwkwkwk aduh maaf maaf gabut aku ,in,0,BeUrCLOUDS,Kyusung Mini Au Kyu yg mana beb orangnya yg td ngejek kamu Yeye yg itu tuu Kyu as lu Wkwkwkwk aduh maaf maaf gabut aku,kyusung mini au kyu yg mana beb orangnya yg td ngejek kamu yeye yg itu tuu kyu as lu wkwkwkwk aduh maaf maaf gabut aku,"['kyusung', 'mini', 'au', 'kyu', 'yg', 'mana', 'beb', 'orangnya', 'yg', 'td', 'ngejek', 'kamu', 'yeye', 'yg', 'itu', 'tuu', 'kyu', 'as', 'lu', 'wkwkwkwk', 'aduh', 'maaf', 'maaf', 'gabut', 'aku']","['kyusung', 'mini', 'au', 'kyu', 'yg', 'beb', 'orangnya', 'yg', 'td', 'ngejek', 'yeye', 'yg', 'tuu', 'kyu', 'lu', 'wkwkwkwk', 'aduh', 'maaf', 'maaf', 'gabut']"
Sat May 10 09:26:23 +0000 2025,218,aduh bucin bgt woojae sendal pun dia siapin buat jiwon ASJSJHSJSJSJSJ GEMESSSS #HeartPairing https://t.co/N0oy6x80e9,in,46,saranghegeprek,aduh bucin bgt woojae sendal pun dia siapin buat jiwon ASJSJHSJSJSJSJ GEMESSSS,aduh bucin bgt woojae sendal pun dia siapin buat jiwon asjsjhsjsjsjsj gemessss,"['aduh', 'bucin', 'bgt', 'woojae', 'sendal', 'pun', 'dia', 'siapin', 'buat', 'jiwon', 'asjsjhsjsjsjsj', 'gemessss']","['aduh', 'bucin', 'bgt', 'woojae', 'sendal', 'siapin', 'jiwon', 'asjsjhsjsjsjsj', 'gemessss']"
Sun May 04 01:52:57 +0000 2025,82,cape juga ya bucin sendirian kaya gini info bucinan baru dong,in,3,vibesooul,cape juga ya bucin sendirian kaya gini info bucinan baru dong,cape juga ya bucin sendirian kaya gini info bucinan baru dong,"['cape', 'juga', 'ya', 'bucin', 'sendirian', 'kaya', 'gini', 'info', 'bucinan', 'baru', 'dong']","['cape', 'ya', 'bucin', 'kaya', 'gini', 'info', 'bucinan']"
Wed May 07 15:51:34 +0000 2025,19,ingfokan au/narasi yang bersangkutan dengan oknum Caine Chana tapi angst dan sad ending plss ak lagi pengen nangis tapi tida ada yang keluar kalo ga dipancing,in,1,kioomiicaine,ingfokan aunarasi yang bersangkutan dengan oknum Caine Chana tapi angst dan sad ending plss ak lagi pengen nangis tapi tida ada yang keluar kalo ga dipancing,ingfokan aunarasi yang bersangkutan dengan oknum caine chana tapi angst dan sad ending plss ak lagi pengen nangis tapi tida ada yang keluar kalo ga dipancing,"['ingfokan', 'aunarasi', 'yang', 'bersangkutan', 'dengan', 'oknum', 'caine', 'chana', 'tapi', 'angst', 'dan', 'sad', 'ending', 'plss', 'ak', 'lagi', 'pengen', 'nangis', 'tapi', 'tida', 'ada', 'yang', 'keluar', 'kalo', 'ga', 'dipancing']","['ingfokan', 'aunarasi', 'bersangkutan', 'oknum', 'caine', 'chana', 'angst', 'sad', 'ending', 'plss', 'ak', 'pengen', 'nangis', 'tida', 'kalo', 'ga', 'dipancing']"
Sun May 11 00:08:06 +0000 2025,8,taynew makin hari makin bucin aja anjir lahhh keluargaku keluarga cemara bgt gess https://t.co/v9c1qU1DTz,in,1,smeraldmin,taynew makin hari makin bucin aja anjir lahhh keluargaku keluarga cemara bgt gess,taynew makin hari makin bucin aja anjir lahhh keluargaku keluarga cemara bgt gess,"['taynew', 'makin', 'hari', 'makin', 'bucin', 'aja', 'anjir', 'lahhh', 'keluargaku', 'keluarga', 'cemara', 'bgt', 'gess']","['taynew', 'bucin', 'aja', 'anjir', 'lahhh', 'keluargaku', 'keluarga', 'cemara', 'bgt', 'gess']"
Sun May 11 09:07:52 +0000 2025,116,AYO MOQEELLLLLLLL SUARA YG ONLINE MANA NIEHHH?? WAVE OF MOQEELS LOVE #MOQEELonAGZLoveFest2 #MOQEELBringsLove https://t.co/W9VQMl9StI,tl,9,redhorse44,AYO MOQEELLLLLLLL SUARA YG ONLINE MANA NIEHHH WAVE OF MOQEELS LOVE,ayo moqeellllllll suara yg online mana niehhh wave of moqeels love,"['ayo', 'moqeellllllll', 'suara', 'yg', 'online', 'mana', 'niehhh', 'wave', 'of', 'moqeels', 'love']","['ayo', 'moqeellllllll', 'suara', 'yg', 'online', 'niehhh', 'wave', 'moqeels', 'love']"
Mon May 05 05:36:38 +0000 2025,16,Hope On The Stage Tour in Jakarta edisi ootd yang super simple ini #HOPE_ON_THE_STAGE_TOUR #JHOPE_TOUR #HOS_TOUR_JAKARTA #HOPE_ON_THE_STAGE_TOUR_JAKARTA https://t.co/jbM4cGUMWU,en,0,bucinLDR,Hope On The Stage Tour in Jakarta edisi ootd yang super simple ini,hope on the stage tour in jakarta edisi ootd yang super simple ini,"['hope', 'on', 'the', 'stage', 'tour', 'in', 'jakarta', 'edisi', 'ootd', 'yang', 'super', 'simple', 'ini']","['hope', 'stage', 'tour', 'jakarta', 'edisi', 'ootd', 'super', 'simple']"
Fri May 02 17:10:13 +0000 2025,93,[nihao] guys aku lagi butuh drama modern yg manis2 bucin akut gitu. Selain lvlmv hl tbt love is sweet fae road home only for love you are my secret tff Kayanya udh hampir ku tonton semua lg suntuk dg drama kostum soalnya *Gambar hanya pemanis https://t.co/wDIhn59AYF,in,4,mandarinfess,nihao guys aku lagi butuh drama modern yg manis bucin akut gitu Selain lvlmv hl tbt love is sweet fae road home only for love you are my secret tff Kayanya udh hampir ku tonton semua lg suntuk dg drama kostum soalnya Gambar hanya pemanis,nihao guys aku lagi butuh drama modern yg manis bucin akut gitu selain lvlmv hl tbt love is sweet fae road home only for love you are my secret tff kayanya udh hampir ku tonton semua lg suntuk dg drama kostum soalnya gambar hanya pemanis,"['nihao', 'guys', 'aku', 'lagi', 'butuh', 'drama', 'modern', 'yg', 'manis', 'bucin', 'akut', 'gitu', 'selain', 'lvlmv', 'hl', 'tbt', 'love', 'is', 'sweet', 'fae', 'road', 'home', 'only', 'for', 'love', 'you', 'are', 'my', 'secret', 'tff', 'kayanya', 'udh', 'hampir', 'ku', 'tonton', 'semua', 'lg', 'suntuk', 'dg', 'drama', 'kostum', 'soalnya', 'gambar', 'hanya', 'pemanis']","['nihao', 'guys', 'butuh', 'drama', 'modern', 'yg', 'manis', 'bucin', 'akut', 'gitu', 'lvlmv', 'hl', 'tbt', 'love', 'sweet', 'fae', 'road', 'home', 'love', 'secret', 'tff', 'kayanya', 'udh', 'ku', 'tonton', 'lg', 'suntuk', 'dg', 'drama', 'kostum', 'gambar', 'pemanis']"
Tue May 06 05:14:34 +0000 2025,887,#williamEst long au Kisah seorang dosen teknik sipil yang terkenal karna disiplin tapi ternyata sangat bucin kepada sang kekasih. Gala si anak teknik sipil yang selalu membuat huru hara di kampus. Dewa wiratama dan gala aska saputra as main character https://t.co/IteTUoMWbQ,in,150,VinaMargar45203,long au Kisah seorang dosen teknik sipil yang terkenal karna disiplin tapi ternyata sangat bucin kepada sang kekasih Gala si anak teknik sipil yang selalu membuat huru hara di kampus Dewa wiratama dan gala aska saputra as main character,long au kisah seorang dosen teknik sipil yang terkenal karna disiplin tapi ternyata sangat bucin kepada sang kekasih gala si anak teknik sipil yang selalu membuat huru hara di kampus dewa wiratama dan gala aska saputra as main character,"['long', 'au', 'kisah', 'seorang', 'dosen', 'teknik', 'sipil', 'yang', 'terkenal', 'karna', 'disiplin', 'tapi', 'ternyata', 'sangat', 'bucin', 'kepada', 'sang', 'kekasih', 'gala', 'si', 'anak', 'teknik', 'sipil', 'yang', 'selalu', 'membuat', 'huru', 'hara', 'di', 'kampus', 'dewa', 'wiratama', 'dan', 'gala', 'aska', 'saputra', 'as', 'main', 'character']","['long', 'au', 'kisah', 'dosen', 'teknik', 'sipil', 'terkenal', 'karna', 'disiplin', 'bucin', 'sang', 'kekasih', 'gala', 'si', 'anak', 'teknik', 'sipil', 'huru', 'hara', 'kampus', 'dewa', 'wiratama', 'gala', 'aska', 'saputra', 'main', 'character']"
Mon May 05 14:40:44 +0000 2025,2,bucin sbg mamah ke yanqing atuh anak saya mah ganteng pekerja keras lucu nyimut #keren bodo amat dislander he s supposed to be remaja yg masi labil anyway siapapun yg menghina yanKING will fall camkan itu doa ibu didengar aeon https://t.co/X1hIBHGKxI,in,0,K_KazuhaJKT48,bucin sbg mamah ke yanqing atuh anak saya mah ganteng pekerja keras lucu nyimut bodo amat dislander he s supposed to be remaja yg masi labil anyway siapapun yg menghina yanKING will fall camkan itu doa ibu didengar aeon,bucin sbg mamah ke yanqing atuh anak saya mah ganteng pekerja keras lucu nyimut bodo amat dislander he s supposed to be remaja yg masi labil anyway siapapun yg menghina yanking will fall camkan itu doa ibu didengar aeon,"['bucin', 'sbg', 'mamah', 'ke', 'yanqing', 'atuh', 'anak', 'saya', 'mah', 'ganteng', 'pekerja', 'keras', 'lucu', 'nyimut', 'bodo', 'amat', 'dislander', 'he', 's', 'supposed', 'to', 'be', 'remaja', 'yg', 'masi', 'labil', 'anyway', 'siapapun', 'yg', 'menghina', 'yanking', 'will', 'fall', 'camkan', 'itu', 'doa', 'ibu', 'didengar', 'aeon']","['bucin', 'sbg', 'mamah', 'yanqing', 'atuh', 'anak', 'mah', 'ganteng', 'pekerja', 'keras', 'lucu', 'nyimut', 'bodo', 'dislander', 'supposed', 'remaja', 'yg', 'masi', 'labil', 'anyway', 'yg', 'menghina', 'yanking', 'fall', 'camkan', 'doa', 'didengar', 'aeon']"
Tue May 06 13:00:15 +0000 2025,430,WilliamEst AU - bucin - #WilliamEst : @ontywesley https://t.co/aoKQvRmDTR,cy,67,ontywesley,WilliamEst AU bucin,williamest au bucin,"['williamest', 'au', 'bucin']","['williamest', 'au', 'bucin']"
Sun May 11 10:00:47 +0000 2025,15,teman-teman terimakasih yang udh support kadek di lf2 aku bangga sm yg di offline sampai teriak moqeel KERAS BGT itu artinya kita blm tenggelam dan masih ada sampai sekarang untuk kadek tim online aku bangga sm kalian yang naik in hastag sampai ribuan demi kadek hehe ily ,in,4,redhorse44,temanteman terimakasih yang udh support kadek di lf aku bangga sm yg di offline sampai teriak moqeel KERAS BGT itu artinya kita blm tenggelam dan masih ada sampai sekarang untuk kadek tim online aku bangga sm kalian yang naik in hastag sampai ribuan demi kadek hehe ily,temanteman terimakasih yang udh support kadek di lf aku bangga sm yg di offline sampai teriak moqeel keras bgt itu artinya kita blm tenggelam dan masih ada sampai sekarang untuk kadek tim online aku bangga sm kalian yang naik in hastag sampai ribuan demi kadek hehe ily,"['temanteman', 'terimakasih', 'yang', 'udh', 'support', 'kadek', 'di', 'lf', 'aku', 'bangga', 'sm', 'yg', 'di', 'offline', 'sampai', 'teriak', 'moqeel', 'keras', 'bgt', 'itu', 'artinya', 'kita', 'blm', 'tenggelam', 'dan', 'masih', 'ada', 'sampai', 'sekarang', 'untuk', 'kadek', 'tim', 'online', 'aku', 'bangga', 'sm', 'kalian', 'yang', 'naik', 'in', 'hastag', 'sampai', 'ribuan', 'demi', 'kadek', 'hehe', 'ily']","['temanteman', 'terimakasih', 'udh', 'support', 'kadek', 'lf', 'bangga', 'sm', 'yg', 'offline', 'teriak', 'moqeel', 'keras', 'bgt', 'blm', 'tenggelam', 'kadek', 'tim', 'online', 'bangga', 'sm', 'hastag', 'ribuan', 'kadek', 'hehe', 'ily']"
Thu May 08 06:05:08 +0000 2025,187,what if cio yang tawuran jacob yang ngomel ngomel ( tapi kalo urusan bucin mah sama aja ) https://t.co/MC2QUHwph9,in,28,zhngchenleo,what if cio yang tawuran jacob yang ngomel ngomel tapi kalo urusan bucin mah sama aja,what if cio yang tawuran jacob yang ngomel ngomel tapi kalo urusan bucin mah sama aja,"['what', 'if', 'cio', 'yang', 'tawuran', 'jacob', 'yang', 'ngomel', 'ngomel', 'tapi', 'kalo', 'urusan', 'bucin', 'mah', 'sama', 'aja']","['cio', 'tawuran', 'jacob', 'ngomel', 'ngomel', 'kalo', 'urusan', 'bucin', 'mah', 'aja']"
Sun May 11 07:45:39 +0000 2025,5,Main sosmed itu ada yg unt hiburan.Ttp patokannya ke iman.Kalo udah asyik main jari lupa iman.Yaudah prahara aja udah efeknya.Apalagi kalo udah urusan syahwat bucin asmara duit penipuan. Ngtreathnya diem2 ributnya dirame2in Itulah slh 1 alasan fiture DM cuma jika penting. Serem https://t.co/Wh2UrewhQO,in,0,FiinaDu,Main sosmed itu ada yg unt hiburanTtp patokannya ke imanKalo udah asyik main jari lupa imanYaudah prahara aja udah efeknyaApalagi kalo udah urusan syahwat bucin asmara duit penipuan Ngtreathnya diem ributnya diramein Itulah slh alasan fiture DM cuma jika penting Serem,main sosmed itu ada yg unt hiburanttp patokannya ke imankalo udah asyik main jari lupa imanyaudah prahara aja udah efeknyaapalagi kalo udah urusan syahwat bucin asmara duit penipuan ngtreathnya diem ributnya diramein itulah slh alasan fiture dm cuma jika penting serem,"['main', 'sosmed', 'itu', 'ada', 'yg', 'unt', 'hiburanttp', 'patokannya', 'ke', 'imankalo', 'udah', 'asyik', 'main', 'jari', 'lupa', 'imanyaudah', 'prahara', 'aja', 'udah', 'efeknyaapalagi', 'kalo', 'udah', 'urusan', 'syahwat', 'bucin', 'asmara', 'duit', 'penipuan', 'ngtreathnya', 'diem', 'ributnya', 'diramein', 'itulah', 'slh', 'alasan', 'fiture', 'dm', 'cuma', 'jika', 'penting', 'serem']","['main', 'sosmed', 'yg', 'unt', 'hiburanttp', 'patokannya', 'imankalo', 'udah', 'asyik', 'main', 'jari', 'lupa', 'imanyaudah', 'prahara', 'aja', 'udah', 'efeknyaapalagi', 'kalo', 'udah', 'urusan', 'syahwat', 'bucin', 'asmara', 'duit', 'penipuan', 'ngtreathnya', 'diem', 'ributnya', 'diramein', 'slh', 'alasan', 'fiture', 'dm', 'serem']"
Fri May 09 03:40:08 +0000 2025,160,REKOMENDASI /wp/ posesif bucin gt donggg yang butterfly friendly wkwkwk thanks beforeee,in,13,wattpadmenfess_,REKOMENDASI wp posesif bucin gt donggg yang butterfly friendly wkwkwk thanks beforeee,rekomendasi wp posesif bucin gt donggg yang butterfly friendly wkwkwk thanks beforeee,"['rekomendasi', 'wp', 'posesif', 'bucin', 'gt', 'donggg', 'yang', 'butterfly', 'friendly', 'wkwkwk', 'thanks', 'beforeee']","['rekomendasi', 'wp', 'posesif', 'bucin', 'gt', 'donggg', 'butterfly', 'friendly', 'wkwkwk', 'thanks', 'beforeee']"
Sun May 11 09:55:29 +0000 2025,2,kpopers kalo dah ketemu cowo rl bucinnya setengah mati (fakta dari temen kpop sekitar) sebenernya udah bisa kebaca sih dari level bucin idol kpopnya tapi rata2 ketemu cwk ga bener terus galauin cwk rl nya bentar terus balik ke cwk kpopnya lagi gitu aja terus siklusnya,in,0,isnaimeiii,kpopers kalo dah ketemu cowo rl bucinnya setengah mati fakta dari temen kpop sekitar sebenernya udah bisa kebaca sih dari level bucin idol kpopnya tapi rata ketemu cwk ga bener terus galauin cwk rl nya bentar terus balik ke cwk kpopnya lagi gitu aja terus siklusnya,kpopers kalo dah ketemu cowo rl bucinnya setengah mati fakta dari temen kpop sekitar sebenernya udah bisa kebaca sih dari level bucin idol kpopnya tapi rata ketemu cwk ga bener terus galauin cwk rl nya bentar terus balik ke cwk kpopnya lagi gitu aja terus siklusnya,"['kpopers', 'kalo', 'dah', 'ketemu', 'cowo', 'rl', 'bucinnya', 'setengah', 'mati', 'fakta', 'dari', 'temen', 'kpop', 'sekitar', 'sebenernya', 'udah', 'bisa', 'kebaca', 'sih', 'dari', 'level', 'bucin', 'idol', 'kpopnya', 'tapi', 'rata', 'ketemu', 'cwk', 'ga', 'bener', 'terus', 'galauin', 'cwk', 'rl', 'nya', 'bentar', 'terus', 'balik', 'ke', 'cwk', 'kpopnya', 'lagi', 'gitu', 'aja', 'terus', 'siklusnya']","['kpopers', 'kalo', 'dah', 'ketemu', 'cowo', 'rl', 'bucinnya', 'mati', 'fakta', 'temen', 'kpop', 'sebenernya', 'udah', 'kebaca', 'level', 'bucin', 'idol', 'kpopnya', 'ketemu', 'cwk', 'ga', 'bener', 'galauin', 'cwk', 'rl', 'bentar', 'cwk', 'kpopnya', 'gitu', 'aja', 'siklusnya']"
Tue May 06 06:28:38 +0000 2025,5,archive pas lagi bucin-bucin nya sama unpad until now ‍‍ https://t.co/Jfvdm2DzxO,in,0,flauentiest,archive pas lagi bucinbucin nya sama unpad until now,archive pas lagi bucinbucin nya sama unpad until now,"['archive', 'pas', 'lagi', 'bucinbucin', 'nya', 'sama', 'unpad', 'until', 'now']","['archive', 'pas', 'bucinbucin', 'unpad']"
Mon May 05 12:05:50 +0000 2025,347,Ftd! Nama kepanjangannya joss tuh bukan joss wayar tapi joss bucin gawin https://t.co/0G4ccHPZ9M,in,45,fessthaii,Ftd Nama kepanjangannya joss tuh bukan joss wayar tapi joss bucin gawin,ftd nama kepanjangannya joss tuh bukan joss wayar tapi joss bucin gawin,"['ftd', 'nama', 'kepanjangannya', 'joss', 'tuh', 'bukan', 'joss', 'wayar', 'tapi', 'joss', 'bucin', 'gawin']","['ftd', 'nama', 'kepanjangannya', 'joss', 'tuh', 'joss', 'wayar', 'joss', 'bucin', 'gawin']"
